"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher"
"0439312280";"Billy Elliot: A Novel";"Melvin Burgess";"2001";"Scholastic"
"0590442589";"Karen's School Picture (Baby-Sitters Little Sister, 5)";"Ann M. Martin";"1993";"Scholastic"
"0590500511";"Karen's Book (Baby-Sitters Little Sister, 100)";"Ann M. Martin";"1998";"Apple"
"0590436449";"Karen's Goldfish (Baby-Sitters Little Sister, 16)";"Ann M. Martin";"1995";"Scholastic"
"0590436422";"Karen's Home Run (Baby-Sitters Little Sister, 18)";"Ann M. Martin";"1991";"Scholastic"
"0373707134";"My Fair Gentleman (Showcase) (Harlequin Superromance, No 713)";"Jan Freed";"1996";"Harlequin"
"0060915153";"Why Do Clocks Run Clockwise?";"David Feldman";"1988";"Perennial"
"0486282406";"My Antonia (Dover Thrift Editions)";"Willa Cather";"1994";"Dover Publications"
"0373243170";"Make Way For Babies! (So Many Babies) (Special Edition, No 1317)";"Laurie Paige";"2000";"Silhouette"
"0671674587";"The SKYFIRE PUZZLE HARDY BOYS #85 (Hardy Boys, No 85)";"Franklin W. Dixon";"1989";"Aladdin"
"0590483021";"Karen's Ice Skates (Baby-Sitters Little Sister, 56)";"Ann M. Martin";"1994";"Scholastic"
"0380710846";"Caesar's Women (Masters of Rome Series)";"Colleen McCullough";"1997";"Avon"
"0449000346";"Murder Ole!";"Corinne Holt Sawyer";"1998";"Fawcett Books"
"0312276885";"The Sigma Protocol";"Robert Ludlum";"2001";"St. Martin's Press"
"0671836056";"NIGHTWAY";"Unknown";"1981";"Pocket"
"0399136118";"The Seventh Commandment";"Lawrence Sanders";"1991";"Putnam Publishing Group"
"0373707886";"Cupid'S Revenge (Camerons Of Colorado) (Superromance , No 788)";"James Dale";"1998";"Harlequin"
"037329008X";"Beguiled (Harlequin Historical, No 408)";"Susan Spencer Paul";"1998";"Harlequin"
"037303007X";"Blueprint For Love (Harlequin Romance, No 3007)";"Mary Higgins Clark";"1989";"Harlequin"
"037311432X";"Promise To Repay (Harlequin Presents, No 1432)";"Amanda Browning";"1992";"Harlequin"
"0373221282";"Taste Of Death (Harlequin Intrigue, No 128)";"M.J. Rodgers";"1989";"Harlequin"
"0684801663";"GOD'S OTHER SON";"Don Imus";"1994";"Simon & Schuster"
"0373031327";"Sea Fever (Harlequin Romance, No 3132)";"Anne Weale";"1991";"Harlequin"
"0373029209";"Man Of Shadows (Harlequin Romance, No 2920)";"Kate Walker";"1988";"Harlequin"
"0679806695";"The Final Lesson (Teenage Mutant Ninja Turtles)";"Astrid Holm";"1990";"Random House Childrens Books"
"0679806687";"Teenage Mutant Ninja Turtles: The First Battle (Teenage Mutant Ninja Turtles Mini-Storybook)";"Crystal D. Herman";"1990";"Random House Childrens Books"
"0399135804";"Perchance to Dream";"Robert B. Parker";"1991";"Putnam Pub Group"
"0373161980";"Soar And Surrender (Harlequin American Romance No. 198)";"Marlys Wills";"1987";"Harlequin"
"0399147322";"McNally's Chance";"Lawrence Sanders";"2001";"G. P. Putnam's Sons"
"0399526145";"The 7 Powers of Questions: Secrets to Successful Communication in Life and at Work";"Dorothy Leeds";"2000";"Perigee Books"
"0842339337";"The Eleventh Hour (The Secret of the Rose, Vol 1)";"Michael Phillips";"1993";"Tyndale House Publishers"
"0373482396";"To Mother With Love 1992";"Curtiss A. Matlock";"1992";"Silhouette"
"0821733850";"Forever in His Arms";"Penelope Neri";"1991";"Zebra Books"
"0679732705";"Moons of Jupiter (Vintage Contemporaries)";"Alice Munro";"1994";"Vintage Books USA"
"0553575090";"Deception on His Mind";"ELIZABETH GEORGE";"1998";"Bantam"
"0671021346";"Blooded (Buffy the Vampire Slayer, Book 5)";"Christopher Golden";"1998";"Simon Spotlight Entertainment"
"0316777129";"Living With the Dead: Twenty Years on the Bus With Garcia and the Grateful Dead";"Rock Scully";"1995";"Little Brown & Co"
"0393035433";"Nicholas Cooke: Actor, Soldier, Physician, Priest : A Novel";"Stephanie Cowell";"1993";"W W Norton & Co Inc"
"0140327592";"Matilda";"Roald Dahl";"1990";"Viking Penguin Inc"
"0440206588";"Stranger to the Ground";"Richard Bach";"1990";"Dell"
"0671894315";"The CONFESSION (FEAR STREET )";"R.L. Stine";"1996";"Simon Pulse"
"0451180348";"The Look: Nina Blanchard and Peter Barsocchini";"Nina Blanchard";"1996";"Signet Book"
"0060148934";"Spring Moon: A Novel of China";"Bette Lord";"1981";"Harpercollins"
"0886777178";"Crown of Shadows (The Coldfire Trilogy, Book 3)";"C. S. Friedman";"1996";"Daw Books"
"0786861061";"Mistress of the Bones";"T. J. MacGregor";"1995";"Hyperion Books"
"2800108584";"Les Tuniques bleues, tome 1 : un chariot dans l'ouest";"Louis Salv√?¬©rius";"1986";"Dupuis"
"2803616998";"L√?¬©onard, tome 1 : L√?¬©onard est un g√?¬©nie";"Bob de Groot";"2002";"Le Lombard"
"2841469824";"Le cimeti√?¬®re des √?¬©l√?¬©phants";"Maryse Lamigeon";"2001";"Syros la D√?¬©couverte"
"2742729038";"Un lieu s√?¬ªr";"Barbara Gowdy";"2000";"Actes Sud"
"202010931X";"Vous permettez que je vous appelle Raymond? (Point virgule)";"Antoine de Caunes";"1990";"Seuil"
"2070495027";"Total Kheops";"Jean Claude Izzo";"0";"Gallimard French"
"2290321559";"Le Poulpe, num√?¬©ro 17 : Touche pas √?¬† mes deux seins";"Martin Winckler";"2002";"J'ai lu"
"2277302228";"The Nazis and the Metro";"Didier Daeninckx";"0";"Editions 84"
"0679417648";"Advanced French for Exceptional Cats";"Henri De LA Barbe";"1992";"Random House Inc"
"067940676X";"French for Cats: All the French Your Cat Will Ever Need";"Henri De LA Barbe";"1991";"Villard Books"
"0440202493";"Under Gemini";"Rosamunde Pilcher";"1989";"Dell Publishing Company"
"0553297570";"South of the Border (The Young Indiana Jones Chronicles No. 2)";"Richard Brightfield";"1992";"Random House Childrens Pub (Mm)"
"0451522621";"Sonnets (Signet Classics (Paperback))";"William Shakespeare";"1988";"Signet Classics"
"0395611571";"Discovering Your Personality Type: The Enneagram Questionnaire";"Don Richard Riso";"1992";"Houghton Mifflin Co"
"0880380217";"Revenge of the Rainbow Dragons: An Endless Quest Book (An Endless Quest Book, 6)";"Rose Estes";"1983";"TSR"
"0451522346";"Lord Jim (Signet Classics (Paperback))";"Joseph Conrad";"1988";"Signet Classics"
"074347676X";"The League of Extraordinary Gentlemen (Movie Novelization)";"Kevin J. Anderson";"2003";"Pocket Star"
"0380710404";"The Secret of the Indian (Indian in the Cupboard)";"Lynne Reid Banks";"1999";"HarperTrophy"
"0451524772";"Doctor Faustus (Signet Classics, Cq452. the Signet Classic World Drama Series)";"Christopher Marlowe";"1990";"Signet Book"
"0812504224";"The Adventures of Huckleberry Finn";"Mark Twain";"1996";"Tor Books"
"0307030016";"Thumbelina";"Golden Books Little";"1994";"Golden Books"
"0590432788";"Beach Party";"R. L. Stine";"1995";"Scholastic"
"0373089376";"Just A Memory Away (Silhouette Romance No. 937)";"Moyra Tarling";"1993";"Silhouette"
"8478809783";"Mi Nino No Me Come: Consejos Para Prevenir Y Resolver El Problema";"Carlos Gonzalez";"1999";"Libros Sin Fronteras"
"8472230082";"Relato de un n√°ufrago";"Gabriel Garcia Marquez";"1984";"Tusquets"
"0786013230";"Out of Sight";"T. J. MacGregor";"2002";"Pinnacle Books"
"2253144452";"La R√?¬©volution des fourmis";"Bernard Werber";"1998";"LGF"
"1572970987";"Sliders: The Novel";"Brad Linaweaver";"1996";"Berkley Publishing Group"
"3442430496";"Rollende Steine. Ein Scheibenwelt- Roman.";"Terry Pratchett";"2001";"Goldmann"
"0525945415";"A Slow Burning";"Stanley Pottinger";"2000";"Penguin USA"
"0439188768";"Scooby-Doo! and the Frankenstein Monster (Scooby-Doo Mysteries, 12)";"James Gelsey";"2000";"Scholastic"
"8423918335";"Poesias completas";"Antonio Machado";"1997";"Elliot's Books"
"0195009428";"Nada (Spanish Language Edition)";"C. Laforet";"1958";"Oxford University Press"
"0399141308";"Idoru";"William Gibson";"1996";"Putnam Publishing Group"
"0786889152";"Sunset Express: An Elvis Cole Novel";"Robert Crais";"1997";"Hyperion Press"
"0486295559";"Persuasion (Dover Thrift Editions)";"Jane Austen";"1997";"Dover Publications"
"0380490986";"Missing";"Thomas Hauser";"1982";"Harper Mass Market Paperbacks (Mm)"
"9068340344";"Turbo-taal: Van socio-babble tot yuppie-speak";"Jan Kuitenbrouwer";"1987";"Aramith"
"8807813823";"Garzanti - Gli Elefanti: La Famiglia Winshaw";"J Coe";"0";"Feltrinelli"
"0671547798";"Kahless (Star Trek: The Next Generation)";"Michael Jan Friedman";"1996";"Star Trek"
"1567184693";"Everyday Magic: Spells & Rituals for Modern Living";"Dorothy Morrison";"1998";"Llewellyn Publications"
"0821740571";"Promise Me Moonlight (Zebra Books)";"Carol Finch";"1993";"Kensington Publishing Corporation"
"0515125490";"Judas Child";"Carol O'Connell";"1999";"Jove Books"
"0525945636";"Code to Zero";"Ken Follett";"2000";"Dutton Books"
"0743204697";"The Woman Next Door";"Barbara Delinsky";"2001";"Simon & Schuster"
"0553381520";"The Beekeeper's Apprentice";"LAURIE R. KING";"2002";"Bantam"
"0439200946";"Ash Ketchum, Pokemon Detective (Pok√©mon Chapter Book, 18)";"Tracey West";"2001";"Scholastic"
"0804109990";"Homicide: A Year on the Killing Streets";"David Simon";"1993";"Ivy Books"
"0553277375";"Future Shock";"Alvin Toffler";"1984";"Bantam Books"
"020148837X";"Hooked on Java: Creating Hot Web Sites With Java Applets";"Arthur Van Hoff";"1996";"Addison Wesley Longman"
"0373706197";"Cowboy'S Lover (Harlequin Superromance, No 619)";"Ada Steward";"1994";"Harlequin"
"0812515560";"People of the Lightning (The First North Americans series, Book 7)";"Kathleen O'Neal Gear";"1996";"Tor Books"
"006059537X";"Couldn't Keep It to Myself: Testimonies from Our Imprisoned Sisters";"Wally Lamb";"2004";"Regan Books"
"037310555X";"Substitute Wife (Harlequin Presents)";"Rachel Lindsay";"1982";"Harlequin Books"
"0373106270";"Lifelong Affair (Harlequin Presents)";"Carole Mortimer";"1983";"Harlequin"
"0373105932";"Moment Of Madness (Harlequin Presents)";"Patricia Lake";"1983";"Harlequin"
"0373256760";"Valentine Wish (Harlequin Temptation, No 576)";"Gina Wilkins";"1996";"Harlequin"
"0446400009";"The Heretic's Apprentice: The Sixteenth Chronicle of Brother Cadfael";"Ellis Peters";"1991";"Warner Books"
"3548250459";"Ice Station.";"Matthew Reilly";"2000";"Ullstein Tb"
"0373256973";"Inconvenient Passion (Harlequin Temptation, No 597)";"Debra Carroll";"1996";"Harlequin"
"0373033362";"Some Like It Hotter (Harlequin Romance, No 3336)";"Roz Denny";"1994";"Harlequin"
"037303234X";"Summer'S Echo (Harlequin Romance, No 3234)";"Lee Stafford";"1992";"Harlequin"
"0373117159";"Southern Passions (Too Hot To Handle) (Harlequin Presents, No 11715)";"Sara Wood";"1994";"Harlequin"
"0373025777";"Tides Of Summe (Harlequin Romance)";"Sandra Field";"1983";"Harlequin"
"0373026234";"Modern Girl (Harlequin Romance)";"Author Unknown";"1984";"Harlequin"
"0446401013";"An Owl Too Many (Peter Shandy Mysteries)";"Charlotte MacLeod";"1992";"Warner Books"
"0373025203";"A Girl to Love (Harlequin Romance, 2520)";"Betty Neels";"1982";"Harlequin"
"0373029519";"Strictly Business (Harlequin Romance, No 2951)";"Fern Michaels";"1988";"Harlequin"
"0373117868";"Dark Apollo (Top Author) (Harlequin Presents, No 1786)";"Sara Craven";"1995";"Harlequin"
"037310572X";"Prelude To A Song (Harlequin Presents)";"Margaret Pargeter";"1983";"Harlequin"
"0140320970";"The Twenty-One Balloons";"William Pene du Bois";"1986";"Puffin Books"
"0373115377";"Golden Mask (Harlequin Presents, No 1537)";"Robyn Donald";"1993";"Harlequin"
"0061040797";"The Diamond Tiger";"Elizabeth Lowell";"1997";"HarperTorch"
"0373116195";"Alpha Man (Postcards From Europe) (Harlequin Presents No, 11619)";"Kay Thorpe";"1993";"Harlequin"
"0373112599";"Black Lion Of Skiapelos (Harlequin Presents, No 1259)";"Annabel Murray";"1990";"Harlequin"
"0373117698";"Alexakis Bride  (Wedlocked!) (Harlequin Presents, No 1769)";"Anne McAllister";"1995";"Harlequin"
"0373117086";"Tower Of Shadows (Postcards From Europe) (Harlequin Presents, No 1708)";"Sara Craven";"1994";"Harlequin"
"0373116918";"Viking Magic (Postcards From Europe) (Harlequin Presents No 1691)";"Angela Wells";"1994";"Harlequin"
"0373763611";"Taming The Beast (Silhouette Desire, No 1361)";"Amy F. Fetzer";"2001";"Silhouette"
"0345369335";"The Renegades of Pern (Dragonriders of Pern (Paperback))";"Anne McCaffrey";"1990";"Del Rey Books"
"0590444778";"Santa Claus Doesn't Mop Floors (Adventures of the Bailey School Kids (Paperback))";"Debbie Dadey";"1997";"Scholastic"
"0590434446";"Ghosts Beneath Our Feet";"Betty Ren Wright";"1995";"Scholastic"
"0373095465";"Snow Image (Special Edition, No 546)";"Maggi Charles";"1989";"Silhouette"
"0440228158";"Ever After : A Cinderella Story (Laurel-Leaf Books)";"WENDY LOGGIA";"1998";"Laurel Leaf"
"0671600982";"Free from Fears: New Help for Anxiety, Panic and Agoraphobia";"Ann Seagrave";"1987";"Simon & Schuster"
"0060173769";"Out of the Blue: Delight Comes into Our Lives";"Mark Victor Hansen";"1996";"Harpercollins"
"0310268001";"A Shepherd Looks at the Good Shepherd and His Sheep";"Weldon Phillip Keller";"1978";"Zondervan"
"0670307254";"The fantasy worlds of Peter Beagle";"Peter S Beagle";"1978";"Viking Press"
"0849929954";"Try Marriage Before Divorce";"James E. Kilgore";"1984";"W Publishing Group"
"0785243038";"Evidence That Demands A Verdict : Vol. 1 (Evidence That Demands a Verdict)";"Josh McDowell";"1999";"Nelson Reference"
"0373292716";"Winter Woman (Harlequin Historical, 671)";"Jenna Kernan";"2003";"Harlequin"
"0373288867";"Cecilia And The Stranger (Harlequin Historical, No 286)";"Liz Ireland";"1995";"Harlequin"
"0373288964";"Once An Outlaw (Harlequin Historical, No 296)";"Theresa Michaels";"1995";"Harlequin"
"0373286570";"Yankee (Harlequin Historical, No 57)";"Kristin James";"1990";"Harlequin"
"0373107412";"Run So Far";"Author Unknown";"1984";"Harlequin"
"0373105207";"Make Believe Marriage (Harlequin Presents)";"Flora Kidd";"1982";"Harlequin Books"
"0373706790";"Queen Of The Dixie Drive In (3 Weddings & A Secret) (Harlequin Superromance, No 679)";"Lin Sutherland";"1996";"Harlequin"
"037310605X";"Intimate Enemies (Harlequin Presents)";"Jessica Steele";"1983";"Harlequin"
"0373105800";"Substitute Bride (Harlequin Presents)";"Margaret Pargeter";"1983";"Harlequin"
"0373707304";"West Texas Weddings  (The West Texans) (Harlequin Super Romance, No 730)";"Ginger Chambers";"1997";"Harlequin"
"0373108540";"Sun Lord'S Woman (Harlequin Presents, No 854)";"Violet Winspear";"1985";"Harlequin"
"0373707460";"Sweet Tibby Mack (Matchmaker, Matchmaker) (Harlequin Super Romance)";"Fox Denny Roz";"1997";"Harlequin"
"0373708335";"Seal it with a Kiss";"Rogenna Brewer";"1999";"Harlequin"
"0373109008";"Leaving Home (Harlequin Presents, No 900)";"Leigh Michaels";"1986";"Harlequin"
"0373106068";"Man Of Vengeance (Harlequin Presents)";"Lynsey Stevens";"1983";"Harlequin"
"0373114400";"Inherit Your Love (Harlequin Presents, No 1440)";"Sally Cook";"1992";"Harlequin"
"0373108494";"Give Me This Night (Harlequin Presents, No 849)";"Vanessa James";"1985";"Harlequin"
"0449204758";"Kane and Abel";"Jeffrey Archer";"1981";"Fawcett Books"
"0821733680";"Watchers in the Woods";"William Johnstone";"1991";"Zebra Books"
"037370027X";"Promise to Possess (Superromance)";"Jessica Logan";"1982";"World Wide Publications"
"0312972822";"The Maiden's Revenge";"Hillary Fields";"2000";"St. Martin's Press"
"0553142496";"Children of the Lion";"Peter Danielson";"1980";"Bantam Doubleday Dell"
"0553025007";"Eagle Has Landed";"Jack Higgins";"0";"Bantam Doubleday Dell"
"0373292090";"Bride Of The Isle (Harlequin Historical, No. 609)";"Margo Maguire";"2002";"Harlequin"
"037329140X";"Maid Of Midnight (Harlequin Historical Series, No 540)";"Ana Seymour";"2000";"Harlequin"
"0373291450";"Sea Nymph (Sirens Of The Sea) (American Historical Series, No 545)";"Ruth Langan";"2001";"Harlequin"
"0373291825";"Autumn'S Bride (Harlequin Historical Series, No. 582)";"Catherine Archer";"2001";"Harlequin"
"0373291337";"My Lord De Burgh (Historical)";"Deborah Simmons";"2000";"Harlequin"
"0373244711";"Royal Protocol  (Crown And Glory) (Silhouette Special Edition, No. 1471)";"Christine Flynn";"2002";"Silhouette"
"0373244657";"The Princess And The Duke (Crown And Glory) (Silhouette Special Edition, No. 1465)";"Allison Leigh";"2002";"Silhouette"
"0373291841";"My Lady De Burgh (Harlequin Historical Series, No. 584)";"Deborah Simmons";"2001";"Harlequin"
"0373225458";"Landry's Law (Harlequin Intrique, 545)";"Kelsey Roberts";"1999";"Harlequin"
"0373223870";"Spencer'S Shadow  (The Spencer Brothers) (Harlequin Intrigue, No 387)";"Laura Gordon";"1996";"Harlequin"
"0804109818";"The Jewel That Was Ours";"Colin Dexter";"1993";"Fawcett Books"
"0445409134";"Murder in the Queen's Armes (A Gideon Oliver Mystery)";"Aaron Elkins";"1994";"Warner Books"
"0440966388";"The Other Side of Dark (Laurel-Leaf Suspense Fiction)";"Joan Lowery Nixon";"1987";"Laure Leaf"
"0425185729";"Atlantis Gate (Atlantis)";"Greg Donegan";"2002";"Berkley Publishing Group"
"0373292554";"Beauty and The Baron";"Deborah Hale";"2003";"Harlequin"
"8807810212";"D Amore E Ombra";"Isabel Allende";"0";"Transglobal Books Inc"
"0670465682";"The Medusa and the Snail: More Notes of a Biology Watcher";"Lewis Thomas";"1979";"Penguin USA"
"0312910584";"Truly Tasteless Jokes VIII";"Blanche Knott";"1988";"St. Martin's Press"
"0914511211";"1996-97 Texas Almanac and State Industrial Guide (Paper)";"Dallas Morning News";"1995";"Andrews McMeel Pub"
"0440106478";"Black Marble";"Joseph Wambaugh";"0";"Bantam Doubleday Dell"
"0816748187";"Don't Look In The Mirror";"Larry Weinberg";"1998";"Troll Communications"
"1893183025";"The Aliens and the Scalpel : Scientific Proof of Extraterrestrial Implants in Humans (New Millennium Library, V. 6)";"Roger K. Leir";"1998";"Granite Publishing, L.L.C."
"0345354729";"Empire";"Gore Vidal";"1988";"Ballantine Books"
"0345407288";"My American Journey";"Colin L. Powell";"1996";"Ballantine Books"
"0446303011";"A Few Minutes with Andy Rooney";"Andrew A Rooney";"1982";"Warner Books> C/o Little Br"
"0891760326";"Heroines of Dixie: Spring of High Hopes (Heroines of Dixie)";"Katharine M. Jones";"1955";"R Bemis Pub Ltd"
"0821713655";"The Omni Book of the Paranormal and the Mind";"Owen Davies";"1984";"Kensington Pub Corp (Mm)"
"0440124751";"Father's Days";"Katherine Brady";"1985";"Bantam Books (Mm)"
"3596109744";"Haus der Erinnerungen. Roman.";"Barbara Wood";"1993";"Fischer (Tb.), Frankfurt"
"0515100226";"Tell It to the King";"Larry King";"1989";"Jove Books"
"0451191692";"Remote Control";"Stephen White";"1998";"Signet Book"
"0373027826";"Plumed Serpent";"Annabel Murray";"1986";"Harlequin"
"0451409736";"The Death of Innocence: Jonbenet's Parents Tell Their Story";"John Ramsey";"2001";"Onyx Books"
"014200281X";"The Character of Cats";"Stephen Budiansky";"2003";"Penguin Books"
"0671661892";"Doctor's Orders (Star Trek, Book 50)";"Diane Duane";"1990";"Star Trek"
"0671665014";"WEB OF ROMULANS STAR TREK 10";"M. S. Murdock";"1987";"Star Trek"
"0671020994";"The DINOSAUR CLUB";"William Heffernan";"1998";"Pocket"
"082173766X";"Freeze Frame";"Marjorie Dorner";"1992";"Zebra Books"
"0373270011";"Last Cavalier (Silhouette Shadows, No 27001)";"Heather Graham Pozzessere";"1993";"Silhouette"
"0140279091";"Saving Private Ryan";"Max Allan Collins";"1998";"Penguin Books Ltd"
"0671749609";"PERFUME : PERFUME";"Patrick Suskind";"1991";"Washington Square Press"
"0380975017";"Devil's Claw: A Joanna Brady Mystery";"J.A. Jance";"2000";"William Morrow"
"0743220366";"Geisha of Gion: The Memoir of Mineko Iwasaki";"Mineko Iwasaki";"2002";"Simon & Schuster (Trade Division)"
"0671034677";"The Embrace : A True Vampire Story";"Aphrodite Jones";"2000";"Pocket"
"068815090X";"Dead Even";"Brad Meltzer";"1998";"Harpercollins Childrens Books"
"0451404211";"The Woman Who Married a Bear";"John Straley";"1994";"Signet Book"
"0380703866";"Touch";"Elmore Leonard";"1988";"HarperCollins Publishers"
"0425192032";"Lightning";"Dean Koontz";"2003";"Berkley"
"8807810751";"Piccoli Equivoci Senza Importanza: Piccoli Equivoci Senza Importanza";"Tabucchi";"0";"Feltrinelli"
"8408040383";"Pequenas Infamias";"Carmen Posadas";"2001";"Planeta"
"2226070109";"Un aller simple: Roman";"Didier van Cauwelaert";"1994";"Albin Michel"
"0446342106";"New Orleans Legacy";"Alexandra Ripley";"1988";"Warner Books"
"0671026283";"Visitors (Buffy the Vampire Slayer)";"Laura Anne Gilman";"1999";"Simon Spotlight Entertainment"
"0060238372";"Clara and the Bookwagon (I Can Read Books (Harper Hardcover))";"Nancy Smiler Levinson";"1988";"HarperCollins Publishers"
"0767906373";"The Cat Who'll Live Forever : The Final Adventures of Norton, the Perfect Cat, and His Imperfect Human";"PETER GETHERS";"2001";"Broadway"
"0307109100";"Grover Takes Care of Baby (Sesame Street)";"Golden Books";"1987";"Golden Books"
"0380001268";"Come Nineveh Come Tyre";"Allen Drury";"0";"Avon Books"
"0812549287";"A Wizard in Chaos (Rogue Wizard)";"Christopher Stasheff";"1999";"Tor Books"
"1557730091";"Cities of the Dead";"Michael Paine";"1988";"Berkley Publishing Group"
"1569875162";"Alice in Wonderland (Fairy Tale Classics Storybook)";"Landoll";"2001";"Landoll"
"0307116824";"Just a Rainy Day (Golden Little Look-Look Book)";"MERCER MAYER";"1999";"Golden Books"
"0590059459";"Menace of the Mutanator (Garfields Pet Force #4)";"Michael Teitelbaum";"1998";"Scholastic"
"059042503X";"Claudia and the Sad Good-Bye (Baby-Sitters Club (Paperback))";"Ann M. Martin";"1989";"Scholastic Paperbacks"
"0373119097";"Accidental Mistress  (From Here To Paternity) (Harlequin Presents, No 1909)";"Cathy Williams";"1997";"Harlequin"
"0671446703";"RED OMEGA";"Kelli M. Gary";"1983";"Pocket"
"0345331966";"The King's Justice (Histories of King Kelson)";"Katherine Kurtz";"1986";"Ballantine Books"
"0446600962";"Midshipman's Hope (Traveller's Bookshelf)";"David Feintuch";"1994";"Warner Books"
"0140328718";"James and the Giant Peach";"Roald Dahl";"1988";"Penguin Putnam~childrens Hc"
"0671664964";"The Hitchhiker's Guide to the Galaxy";"Douglas Adams";"1988";"Pocket"
"0886774802";"Stone of Farewell (Memory, Sorrow, and Thorn, Book 2)";"Tad Williams";"1994";"Daw Books"
"0380788985";"Twilight of Heroes";"Ralph Peters";"1997";"Harper Mass Market Paperbacks (Mm)"
"0307987698";"Another Monster at the End of This Book (Sesame Street)";"Jon Stone";"1996";"Golden Books"
"0804107149";"Ordinary Love and Good Will";"Jane Smiley";"1991";"Ivy Books"
"0590433059";"Martin and the Tooth Fairy (School Friends, No 3)";"Bernice Chardiet";"1991";"Scholastic"
"1577193318";"Hansel and Gretel";"Inchworm Press";"1998";"Inchworm Press"
"0553091999";"Venus Envy";"Rita Mae Brown";"1993";"Bantam Dell Pub Group"
"0439154049";"The Official Pok√©mon Handbook";"Maria S. Barbo";"1999";"Scholastic"
"1551663058";"Suspicion";"Christiane Heggan";"1997";"Mira"
"3442136644";"Endlich Nichtraucher.";"Allen Carr";"1992";"Goldmann"
"0671535684";"MY RIDE WITH GUS";"Charles Carillo";"1996";"Atria"
"3453211014";"Kaltgestellt.";"Colin Forbes";"2002";"Heyne"
"0515128023";"The Soldier Spies (Men at War (Paperback Jove))";"W. E. B. Griffin";"2000";"Jove Books"
"034540405X";"For Writers Only";"Sophy Burnham";"1996";"Ballantine Books"
"0743403452";"Absolute Rage";"Robert K. Tanenbaum";"2003";"Pocket Books"
"3492231322";"Der Unterh√?¬§ndler.";"Frederick Forsyth";"2000";"Piper"
"345308909X";"Der Klient.";"John Grisham";"1995";"Heyne"
"0380717573";"Pendragon : Book Four of the Pendragon Cycle (Pendragon Cycle, No 4)";"Stephen R. Lawhead";"1995";"Eos"
"0553282352";"The Day Before Midnight";"Stephen Hunter";"1993";"Bantam Books"
"347179395X";"Die Abfindung.";"James Grippando";"1999";"List"
"0750916338";"Enid Blyton (Pocket Biographies)";"George Greenfield";"1998";"Sutton Publishing"
"3499221489";"Heimkehr.";"Rosamunde Pilcher";"1997";"Rowohlt Tb."
"329300301X";"Die blaue Aubergine.";"Miral Al-Tahawi";"2002";"Unionsverlag"
"3442248922";"D√?¬§monend√?¬§mmerung 01. Nachtvogel.";"R. A. Salvatore";"1999";"Goldmann"
"2020239264";"Grand Cahier";"Agota Kristof";"0";"Points French"
"3404145356";"Die Kinder von Eden.";"Ken Follett";"2001";"L√?¬ºbbe"
"0394834852";"Dinosaurs (Random House Picturebacks)";"PETER ZALLINGER";"1977";"Random House Books for Young Readers"
"0671727079";"Winter's Tale";"Mark Helprin";"1990";"Washington Square Press"
"3423070129";"Der Adler der Neunten Legion";"Rosemary Sutcliff";"1971";"Dtv"
"0880382589";"Portrait in Blood (Amazing Stories)";"Mary Kirchoff";"1985";"T S R"
"3492224628";"Stimmen.";"Dacia Maraini";"1997";"Piper"
"3502517371";"Solange es hell ist.";"Agatha Christie";"2000";"Scherz"
"349912176X";"Inspektor Jury k√?¬º√?¬?t die Muse. Roman.";"Martha Grimes";"2003";"Rowohlt Tb."
"2264031158";"Amour, Prozac, et autres curiosit√?¬©s";"Lucia Etxebarria";"2000";"Editions 10/18"
"0451409957";"Flint";"Paul Eddy";"2001";"Onyx Books"
"067188459X";"Fallen Heroes (Star Trek Deep Space Nine, No 5)";"Dafydd ab Hugh";"1994";"Star Trek"
"0843946415";"Alone with the Dead (Joe Keough Mysteries (Paperback))";"Robert J. Randisi";"1999";"Leisure Books"
"0399139419";"Sleep, Baby, Sleep";"Jessica Auerbach";"1994";"Putnam Pub Group"
"1885222971";"The Lion King: The Pal Patrol (Disney's \"Storytime Treasures\" Library, Volume 1)";"Inc. Staff Disney Enterprises";"1997";"Advance Publishers LLC"
"0786861541";"I'm Only One Man!";"Regis Philbin";"1995";"Hyperion Books"
"0590460188";"Trouble at Moosehead Lake (Emergency Rescue)";"James Cowan";"1993";"Scholastic Paperbacks (Mm)"
"0590494511";"The Departure (Animorphs, vol. 19)";"Katherine Applegate";"1998";"Scholastic"
"0590477560";"Shannon's Story (Baby-Sitters Club)";"Ann M. Martin";"1994";"Scholastic"
"0312957785";"The Venus Throw";"Steven Saylor";"1996";"St. Martin's Press"
"0553382411";"The Elegant Gathering of White Snows";"KRIS RADISH";"2003";"Bantam"
"0812520165";"The Swiss Account";"Paul Erdman";"1993";"Tor Books (Mm)"
"087605534X";"Dog Perfect: The User-Friendly Guide to a Well-Behaved Dog";"Sarah Hodgson";"1995";"Howell Book House"
"0373241453";"Millionaire'S Baby (Harlequin Special Edition, No 1145)";"Phyllis Halldorson";"1997";"Silhouette"
"084990630X";"Parenting Isn't for Cowards: Dealing Confidently With the Frustrations of Child-Rearing";"James C. Dobson";"1988";"Thomas Nelson Inc"
"0373707649";"Little Matchmaker (Matchmaker, Matchmaker) (Harlequin Superromance, No 764)";"Muriel Jensen";"1997";"Harlequin"
"0312202911";"Far from the Tree";"Virginia Deberry";"2000";"St Martins Pr"
